,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
150,151,CC1([C@H]2CCC(=C)[C@@H]1C2)C,10.6,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
151,152,C1([C@@H]2CCC(=C)[C@H]1C2)C,11.1,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
152,153,CC1=CC[C@H](CC1)C(=C)C,13.1,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
153,154,CC1=CC[C@@H](CC1)C(=C)C,14.0,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
154,155,CC(=CCC[C@](C)(C=C)O)C,29.0,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
155,156,CC(=CCC[C@@](C)(C=C)O)C,29.9,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
156,157,CC1=CC[C@@H](CC1)C(=C)C,20.334,Cyclosil_B,50.0,0.0,2.0,20.0,0.0,25.0,4.4,2.0,0,0.0,0.0,0,0,0
157,158,CC1=CC[C@H](CC1)C(=C)C,19.53,Cyclosil_B,50.0,0.0,2.0,20.0,0.0,25.0,4.4,2.0,0,0.0,0.0,0,0,0
158,159,C[C@]12CC[C@H](C1(C)C)CC2=O,19.54,Cyclosil_B,55.0,1.0,4.0,31.25,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
159,160,C[C@@]12CC[C@@H](C1(C)C)CC2=O,19.66,Cyclosil_B,55.0,1.0,4.0,31.25,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
160,161,CC(=CCC[C@](C)(C=C)O)C,14.07,Cyclosil_B,40.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
161,162,CC(=CCC[C@@](C)(C=C)O)C,14.15,Cyclosil_B,40.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
162,163,[CH3]CCC/C=C\CCCC(=O)O[C@@H]([CH3])C[CH3],25.671,Cyclosil_B,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
163,164,[CH3]CCC/C=C\CCCC(=O)O[C@H]([CH3])C[CH3],25.73,Cyclosil_B,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
164,165,CCOC(=O)[C@@](F)(C(C)=O)[C@@H]1CC(=O)N(CC)C1=O,146.5,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
165,166,CCOC(=O)[C@](F)(C(C)=O)[C@@H]1CC(=O)N(CC)C1=O,154.3,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
166,167,CCOC(=O)[C@@](F)(C(C)=O)[C@H]1CC(=O)N(CC)C1=O,150.2,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
167,168,CCOC(=O)[C@](F)(C(C)=O)[C@H]1CC(=O)N(CC)C1=O,155.5,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
168,169,CCOC(=O)[C@@](F)(C(C)=O)[C@@H]1CC(=O)N(C)C1=O,141.2,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
169,170,CCOC(=O)[C@](F)(C(C)=O)[C@@H]1CC(=O)N(C)C1=O,150.1,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
170,171,CCOC(=O)[C@@](F)(C(C)=O)[C@H]1CC(=O)N(C)C1=O,146.6,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
171,172,CCOC(=O)[C@](F)(C(C)=O)[C@H]1CC(=O)N(C)C1=O,154.6,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
172,173,CCCN1C(=O)C[C@@H]([C@](F)(C(C)=O)C(=O)OCC)C1=O,167.2,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
173,174,CCCN1C(=O)C[C@@H]([C@@](F)(C(C)=O)C(=O)OCC)C1=O,168.5,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
174,175,CCCN1C(=O)C[C@H]([C@](F)(C(C)=O)C(=O)OCC)C1=O,168.0,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
175,176,CCCN1C(=O)C[C@H]([C@@](F)(C(C)=O)C(=O)OCC)C1=O,168.7,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
176,177,CCCCCCN1C(=O)C[C@@H]([C@](F)(C(C)=O)C(=O)OCC)C1=O,170.9,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,85.0,5,4.0,6.0,0,0,0
177,178,CCCCCCN1C(=O)C[C@@H]([C@@](F)(C(C)=O)C(=O)OCC)C1=O,174.5,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,85.0,5,4.0,6.0,0,0,0
178,179,CCCCCCN1C(=O)C[C@H]([C@](F)(C(C)=O)C(=O)OCC)C1=O,176.1,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,85.0,5,4.0,6.0,0,0,0
179,180,CCOC(=O)[C@@](F)(C(C)=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1=O,258.1,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,1,16.0,59.0,0,0,0
180,181,CCOC(=O)[C@](F)(C(C)=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1=O,260.1,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,1,16.0,59.0,0,0,0
181,182,CCOC(=O)[C@@](F)(C(C)=O)[C@H]1CC(=O)N(Cc2ccccc2)C1=O,262.5,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,1,16.0,59.0,0,0,0
182,183,CCOC(=O)[C@@](F)(C(C)=O)[C@@H]1CC(=O)N(C(C)C)C1=O,148.8,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
183,184,CCOC(=O)[C@](F)(C(C)=O)[C@@H]1CC(=O)N(C(C)C)C1=O,151.6,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
184,185,CCOC(=O)[C@@](F)(C(C)=O)[C@H]1CC(=O)N(C(C)C)C1=O,161.8,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
185,186,CCOC(=O)[C@](F)(C(C)=O)[C@H]1CC(=O)N(C(C)C)C1=O,162.4,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,22.0,0,0,0
186,187,CCOC(=O)[C@@](F)(C(C)=O)[C@@H]1CC(=O)N(C(C)(C)C)C1=O,93.4,Cyclosil_B,100.0,10.0,1.0,50.0,40.0,1.0,13.0,0.0,6,3.5,3.0,0,0,0
187,188,CCOC(=O)[C@](F)(C(C)=O)[C@@H]1CC(=O)N(C(C)(C)C)C1=O,103.4,Cyclosil_B,100.0,10.0,1.0,50.0,40.0,1.0,13.0,0.0,6,3.5,3.0,0,0,0
188,189,CCOC(=O)[C@@](F)(C(C)=O)[C@H]1CC(=O)N(C(C)(C)C)C1=O,94.4,Cyclosil_B,100.0,10.0,1.0,50.0,40.0,1.0,13.0,0.0,6,3.5,3.0,0,0,0
189,190,CCOC(=O)[C@](F)(C(C)=O)[C@H]1CC(=O)N(C(C)(C)C)C1=O,104.1,Cyclosil_B,100.0,10.0,1.0,50.0,40.0,1.0,13.0,0.0,6,3.5,3.0,0,0,0
190,191,CCOC(=O)[C@]1([C@H]2CC(=O)N(C)C2=O)CCCCC1=O,164.9,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
191,192,CCOC(=O)[C@]1([C@@H]2CC(=O)N(C)C2=O)CCCCC1=O,166.6,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
192,193,CCOC(=O)[C@@]1([C@H]2CC(=O)N(C)C2=O)CCCCC1=O,180.8,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
193,194,CCN1C(=O)C[C@@H]([C@@]2(C(C)=O)CCOC2=O)C1=O,156.2,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,30.0,70.0,0,0.0,0.0,0,0,0
194,195,CCN1C(=O)C[C@H]([C@@]2(C(C)=O)CCOC2=O)C1=O,158.4,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,30.0,70.0,0,0.0,0.0,0,0,0
195,196,CCN1C(=O)C[C@H](C(C(C)=O)C(C)=O)C1=O,123.1,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,17.0,0,0,0
196,197,CCN1C(=O)C[C@@H](C(C(C)=O)C(C)=O)C1=O,124.4,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,17.0,0,0,0
197,198,CC(=O)C(C(C)=O)[C@H]1CC(=O)N(C)C1=O,121.7,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,12.0,0,0,0
198,199,CC(=O)C(C(C)=O)[C@@H]1CC(=O)N(C)C1=O,122.8,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,12.0,0,0,0
199,200,CCCN1C(=O)C[C@H](C(C(C)=O)C(C)=O)C1=O,129.2,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,27.0,0,0,0
200,201,CCCN1C(=O)C[C@@H](C(C(C)=O)C(C)=O)C1=O,130.1,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,27.0,0,0,0
201,202,CCCCCCN1C(=O)C[C@H](C(C(C)=O)C(C)=O)C1=O,205.9,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,80.0,3,5,19
202,203,CCCCCCN1C(=O)C[C@@H](C(C(C)=O)C(C)=O)C1=O,206.5,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,80.0,3,5,19
203,204,CC(=O)C(C(C)=O)[C@H]1CC(=O)N(C(C)C)C1=O,123.6,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,27.0,0,0,0
204,205,CC(=O)C(C(C)=O)[C@@H]1CC(=O)N(C(C)C)C1=O,124.8,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,27.0,0,0,0
205,206,CC(=O)C(C(C)=O)[C@H]1CC(=O)N(C(C)(C)C)C1=O,129.7,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,36.0,5,2,5
206,207,CC(=O)C(C(C)=O)[C@@H]1CC(=O)N(C(C)(C)C)C1=O,131.8,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,36.0,5,2,5
207,208,CCCCN1C(=O)C[C@H](C(C(C)=O)C(C)=O)C1=O,150.6,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,36.0,5,2,5
208,209,CCCCN1C(=O)C[C@@H](C(C(C)=O)C(C)=O)C1=O,151.7,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,6.0,36.0,5,2,5
209,210,C[C@H](C([H])=O)N(C(OCC)=O)NC(OCC)=O,58.0,Cyclosil_B,110.0,10.0,1.0,55.0,95.0,10.0,2.0,0.0,0,0.0,0.0,0,0,0
210,211,C[C@@H](C([H])=O)N(C(OCC)=O)NC(OCC)=O,59.1,Cyclosil_B,110.0,10.0,1.0,55.0,95.0,10.0,2.0,0.0,0,0.0,0.0,0,0,0
211,212,CC(=CCC[C@](C)(C=C)O)C,14.12,Cyclosil_B,60.0,0.0,4.0,35.0,0.0,10.0,4.0,2.0,0,0.0,0.0,0,0,0
212,213,CC(=CCC[C@@](C)(C=C)O)C,14.32,Cyclosil_B,60.0,0.0,4.0,35.0,0.0,10.0,4.0,2.0,0,0.0,0.0,0,0,0
213,214,CCCC[C@@H]1[C@@H](CC(=O)O1)C,14.57,Cyclosil_B,50.0,1.0,10.0,17.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
214,215,CCCC[C@H]1[C@H](CC(=O)O1)C,14.62,Cyclosil_B,50.0,1.0,10.0,17.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
215,216,CC[C@@](C)(O)CCCC(C)C,28.732,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
216,217,CC[C@](C)(O)CCCC(C)C,29.035,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
217,218,CC(=CCC[C@@](C)(C=C)O)C,29.397,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
218,219,CC(=CCC[C@](C)(C=C)O)C,29.658,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
219,220,[H]/C(=C(/C)C(C)=O)[C@@H]1C(C)=CCCC1(C)C,41.867,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
220,221,[H]/C(=C(/C)C(C)=O)[C@H]1C(C)=CCCC1(C)C,42.324,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
221,222,[H]/C(C(=O)CC)=C(/[H])[C@@H]1C(C)=CCCC1(C)C,43.654,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
222,223,[H]/C(C(=O)CC)=C(/[H])[C@H]1C(C)=CCCC1(C)C,43.921,Cyclosil_B,40.0,0.0,3.0,46.67,0.0,5.0,9.0,5.0,0,0.0,0.0,0,0,0
223,224,[H][C@]1(C)CCCC(C)(C)C2=CC(C)=CC[C@]12[H],69.1,Cyclosil_B,60.0,1.0,1.0,100.0,0.0,30.0,1.33,2.0,0,0.0,0.0,0,0,0
224,225,[H][C@@]12CC=C(C)C=C1C(C)(C)CCC[C@@]2([H])C,69.3,Cyclosil_B,60.0,1.0,1.0,100.0,0.0,30.0,1.33,2.0,0,0.0,0.0,0,0,0
225,226,CC1CC[C@H](C/C2=N/C3=CC=CC=C3O2)C1(C)C,43.321,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
226,227,CC1CC[C@@H](C/C2=N/C3=CC=CC=C3O2)C1(C)C,43.544,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
227,228,CC1CC[C@H](C/C2=N/C3=CC=CC=C3S2)C1(C)C,49.326,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
228,229,CC1CC[C@@H](C/C2=N/C3=CC=CC=C3S2)C1(C)C,48.992,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
229,230,CC1CC[C@H](C/C2=N/C3=CC=CC=C3N2)C1(C)C,52.948,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
230,231,CC1CC[C@@H](C/C2=N/C3=CC=CC=C3N2)C1(C)C,54.735,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
231,232,C[C@@]1(/C2=N/C3=CC=CC=C3O2)CCC(C(C)C)C1,40.724,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
232,233,C[C@]1(/C2=N/C3=CC=CC=C3O2)CCC(C(C)C)C1,39.995,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
233,234,C[C@@]1(/C2=N/C3=CC=CC=C3N2)CCC(C(C)C)C1,54.594,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
234,235,C[C@]1(/C2=N/C3=CC=CC=C3N2)CCC(C(C)C)C1,52.978,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
235,236,C[C@@]12CC[C@@H](C1(C)C)CC2=O,22.555,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
236,237,C[C@]12CC[C@H](C1(C)C)CC2=O,22.649,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
237,238,C[C@]12CC[C@H](C1)C(C2=O)(C)C,18.602,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
238,239,C[C@@]12CC[C@@H](C1)C(C2=O)(C)C,18.662,Cyclosil_B,50.0,2.0,4.0,42.5,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
239,240,CC[C@H](O)CCC1=CC=CO1,69.11,Cyclosil_B,50.0,4.0,2.0,75.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
240,241,CC[C@@H](O)CCC1=CC=CO1,70.11,Cyclosil_B,50.0,4.0,2.0,75.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
241,242,CC[C@@H](CCC1=CC=CO1)OC(C)=O,67.25,Cyclosil_B,50.0,4.0,2.0,75.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
242,243,CC[C@H](CCC1=CC=CO1)OC(C)=O,69.11,Cyclosil_B,50.0,4.0,2.0,75.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
243,244,CCC[C@@H](O)C1CCCCC1,23.6,Cyclosil_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
244,245,CCC[C@H](O)C1CCCCC1,24.9,Cyclosil_B,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
245,246,C[C@H]([C@@H](C)O)O,5.35,Cyclosil_B,130.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
246,247,C[C@@H]([C@H](C)O)O,5.25,Cyclosil_B,130.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
247,248,C[C@H](C(=O)C)O,3.18,Cyclosil_B,130.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
248,249,C[C@@H](C(=O)C)O,3.29,Cyclosil_B,130.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
249,250,CCCCCC[C@@H]1CCC(=O)O1,15.88,Cyclosil_B,60.0,2.0,10.0,11.0,0.0,2.0,5.0,0.0,10,5.0,0.0,0,0,0
250,251,CCCCCC[C@H]1CCC(=O)O1,16.0,Cyclosil_B,60.0,2.0,10.0,11.0,0.0,2.0,5.0,0.0,10,5.0,0.0,0,0,0
251,252,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,28.75,Cyclosil_B,40.0,1.0,50.0,0.2,10.0,6.0,10.0,0.0,3,13.33,0.0,20,2,2
252,253,CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C,28.87,Cyclosil_B,40.0,1.0,50.0,0.2,10.0,6.0,10.0,0.0,3,13.33,0.0,20,2,2
253,254,CCCCC[C@H]1OC(=O)C[C@@H]1C,21.8,Cyclosil_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
254,255,CCCCC[C@@H]1OC(=O)C[C@H]1C,23.7,Cyclosil_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
255,256,CCCCC[C@@H]1OC(=O)C[C@@H]1C,28.4,Cyclosil_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
256,257,CCCCC[C@H]1OC(=O)C[C@H]1C,29.3,Cyclosil_B,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
257,258,[H][C@]1([C@]([H])(C(=O)OCC)C2=CC=C(F)C=C2)CCCCN1,12.574,Cyclosil_B,50.0,1.0,10.0,19.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
258,259,[H][C@@]1([C@@]([H])(C(=O)OCC)C2=CC=C(F)C=C2)CCCCN1,18.616,Cyclosil_B,50.0,1.0,10.0,19.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
259,260,[H][C@@]1([C@]([H])(C(=O)OCC)C2=CC=C(F)C=C2)CCCCN1,12.574,Cyclosil_B,50.0,1.0,10.0,19.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
260,261,[H][C@]1([C@@]([H])(C(=O)OCC)C2=CC=C(F)C=C2)CCCCN1,18.493,Cyclosil_B,50.0,1.0,10.0,19.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
261,262,C[C@H](CC(=O)O)C(=O)O,27.7,Cyclosil_B,84.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
262,263,C[C@@H](CC(=O)O)C(=O)O,26.8,Cyclosil_B,84.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
263,264,CC(C)=CCC[C@@H](C)C1=CC(=O)CCC1,43.473,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
264,265,CC(C)=CCC[C@H](C)C1=CC(=O)CCC1,44.995,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
265,266,CC1=CC[C@H](CC1)C(=C)CCC=C(C)C,44.3,Cyclosil_B,70.0,3.0,5.0,10.0,30.0,10.0,12.0,5.0,0,0.0,0.0,0,0,0
266,267,CC1=CC[C@@H](CC1)C(=C)CCC=C(C)C,45.0,Cyclosil_B,70.0,3.0,5.0,10.0,30.0,10.0,12.0,5.0,0,0.0,0.0,0,0,0
267,268,O=CC([C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O)(C)C,182.0,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,95.0,5,3.0,12.0,0,0,0
268,269,O=CC([C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O)(C)C,179.179,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,95.0,5,3.0,12.0,0,0,0
269,270,O=CC([C@@H]1CC(=O)N(C2=CC=CC=C2)C1=O)(C)C,195.57,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
270,271,O=CC([C@H]1CC(=O)N(C2=CC=CC=C2)C1=O)(C)C,193.793,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
271,272,O=CC([C@@H]1CC(=O)N(C2CCCCC2)C1=O)(C)C,159.859,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,35.0,6,2.5,52.5,0,0,0
272,273,O=CC([C@H]1CC(=O)N(C2CCCCC2)C1=O)(C)C,157.955,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,35.0,6,2.5,52.5,0,0,0
273,274,CC(=O)C[C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,185.446,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,72.0,5,3.0,45.0,0,0,0
274,275,CC(=O)C[C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,186.623,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,72.0,5,3.0,45.0,0,0,0
275,276,CC(=O)[C@H](C)[C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,197.781,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,5,3.2,59.0,0,0,0
276,277,CC(=O)[C@@H](C)[C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,203.528,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,5,3.2,59.0,0,0,0
277,278,CC(=O)[C@@H](C)[C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,198.062,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,5,3.2,59.0,0,0,0
278,279,CC(=O)[C@H](C)[C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,201.044,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,100.0,5,3.2,59.0,0,0,0
279,280,O=C1CCC[C@H]1[C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,166.245,Cyclosil_B,100.0,10.0,2.0,30.0,20.0,1.0,25.0,145.0,0,0.0,0.0,0,0,0
280,281,O=C1CCC[C@@H]1[C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O,168.934,Cyclosil_B,100.0,10.0,2.0,30.0,20.0,1.0,25.0,145.0,0,0.0,0.0,0,0,0
281,282,CC(=O)C[C@@H]1CC(=O)N(C2=CC=CC=C2)C1=O,186.572,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,72.0,5,3.0,45.0,0,0,0
282,283,CC(=O)C[C@H]1CC(=O)N(C2=CC=CC=C2)C1=O,187.641,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,72.0,5,3.0,45.0,0,0,0
283,284,CC(=O)C[C@@H]1CC(=O)N(C)C1=O,93.749,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,7.0,0,0,0
284,285,CC(=O)C[C@H]1CC(=O)N(C)C1=O,94.95,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,1.0,27.0,21.0,5,8.0,7.0,0,0,0
285,286,CC(=O)[C@@H](C)[C@@H]1CC(=O)N(C)C1=O,110.127,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,10.0,0,0,0
286,287,CC(=O)[C@H](C)[C@@H]1CC(=O)N(C)C1=O,119.618,Cyclosil_B,80.0,10.0,1.5,22.0,30.0,0.5,54.0,44.0,5,8.0,10.0,0,0,0
