NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
536,CCOP(=S)(OCC)O[C@@H](Cl)C(Cl)(Cl)Cl,19.004,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
537,CCOP(=S)(OCC)O[C@H](Cl)C(Cl)(Cl)Cl,19.004,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
538,CO[P@]1(=S)OCc2ccccc2O1,21.17,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
539,CO[P@@]1(=S)OCc2ccccc2O1,21.17,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
540,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,25.759,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
541,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,25.759,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
542,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,26.835,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
543,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,26.835,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
544,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,26.889,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
545,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,26.889,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
546,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,30.976,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
547,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,31.228,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
548,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,33.25,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
549,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,33.25,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
550,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,33.538,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
551,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,33.538,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
552,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,36.804,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
553,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,36.804,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
554,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,37.999,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
555,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,37.999,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
556,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,48.339,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
557,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,48.339,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
558,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,50.743,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
559,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,50.743,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
560,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,52.6,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
561,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,52.6,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
562,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,59.855,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
563,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,59.855,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
564,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,63.674,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
565,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,63.674,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
566,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,30.261,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
567,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,30.261,Cyclosil_B,40,2,10,20,118,0,0,0,0,0,0,0,0,0
568,CCOP(=S)(OCC)O[C@@H](Cl)C(Cl)(Cl)Cl,14.358,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
569,CCOP(=S)(OCC)O[C@H](Cl)C(Cl)(Cl)Cl,14.358,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
570,CO[P@]1(=S)OCc2ccccc2O1,15.867,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
571,CO[P@@]1(=S)OCc2ccccc2O1,15.867,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
572,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,20.042,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
573,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,20.042,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
574,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.109,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
575,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.109,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
576,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.109,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
577,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.109,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
578,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,25.111,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
579,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,25.338,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
580,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,27.379,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
581,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,27.379,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
582,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,27.654,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
583,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,27.654,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
584,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,30.888,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
585,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,30.888,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
586,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.076,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
587,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.076,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
588,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,42.387,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
589,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,42.387,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
590,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,44.779,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
591,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,44.779,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
592,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,46.606,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
593,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,46.606,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
594,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.818,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
595,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.818,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
596,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,57.638,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
597,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,57.638,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
598,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,24.439,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
599,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,24.439,Cyclosil_B,40,2,15,13.33,124,0,0,0,0,0,0,0,0,0
600,CCOP(=S)(OCC)O[C@@H](Cl)C(Cl)(Cl)Cl,11.906,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
601,CCOP(=S)(OCC)O[C@H](Cl)C(Cl)(Cl)Cl,11.906,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
602,CO[P@]1(=S)OCc2ccccc2O1,13.196,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
603,CO[P@@]1(=S)OCc2ccccc2O1,13.196,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
604,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,17.173,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
605,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,17.173,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
606,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,18.232,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
607,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,18.232,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
608,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,18.232,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
609,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,18.232,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
610,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,22.186,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
611,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,22.416,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
612,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,24.463,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
613,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,24.463,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
614,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,24.741,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
615,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,24.741,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
616,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,27.952,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
617,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,27.952,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
618,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.119,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
619,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.119,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
620,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,39.428,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
621,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,39.428,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
622,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,41.801,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
623,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,41.801,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
624,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,43.635,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
625,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,43.635,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
626,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,50.805,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
627,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,50.805,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
628,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,54.593,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
629,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,54.593,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
630,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,21.539,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
631,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,21.539,Cyclosil_B,40,2,20,10,128,0,0,0,0,0,0,0,0,0
632,CCOP(=S)(OCC)O[C@@H](Cl)C(Cl)(Cl)Cl,8.135,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
633,CCOP(=S)(OCC)O[C@H](Cl)C(Cl)(Cl)Cl,8.135,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
634,CO[P@]1(=S)OCc2ccccc2O1,9.191,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
635,CO[P@@]1(=S)OCc2ccccc2O1,9.191,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
636,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,12.883,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
637,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,12.883,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
638,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,13.929,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
639,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,13.929,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
640,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,13.929,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
641,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,13.929,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
642,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,17.799,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
643,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,18.015,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
644,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,20.1,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
645,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,20.1,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
646,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,20.353,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
647,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,20.353,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
648,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,23.543,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
649,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,23.543,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
650,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,24.69,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
651,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,24.69,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
652,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,34.974,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
653,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,34.974,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
654,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,37.328,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
655,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,37.328,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
656,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,39.154,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
657,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,39.154,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
658,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,46.297,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
659,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,46.297,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
660,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,50.092,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
661,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,50.092,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
662,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,17.178,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
663,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,17.178,Cyclosil_B,40,2,40,5,133,0,0,0,0,0,0,0,0,0
664,C[C@H](C1=C(C=CC=C1F)F)O,19.732,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
665,C[C@@H](C1=C(C=CC=C1F)F)O,20.262,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
666,C[C@H](C1=CC(=CC=C1)Cl)O,24.992,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
667,C[C@@H](C1=CC(=CC=C1)Cl)O,25.612,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
668,C[C@H](C1=CC(=CC=C1)Br)O,31.015,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
669,C[C@@H](C1=CC(=CC=C1)Br)O,31.638,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
670,C[C@@H](C1=CC=CC=C1OC)O,23.993,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
671,C[C@H](C1=CC=CC=C1OC)O,24.332,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
672,C[C@H](C1=CC(=CC=C1)OC)O,26.414,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
673,C[C@@H](C1=CC(=CC=C1)OC)O,26.913,Cyclodex_B,70,5,5,10,11,6,5,5,0,0,0,0,0,0
674,CC[C@H](C1=CC=CC=C1)O,28.752,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
675,CC[C@@H](C1=CC=CC=C1)O,29.283,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
676,O[C@@H](C1=CC=CC=C1)C(C)C,21.734,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
677,O[C@H](C1=CC=CC=C1)C(C)C,21.831,Cyclodex_B,70,9,5,10,15,5,10,6,0,0,0,0,0,0
678,C[C@@H](CCC1=CC=CC=C1)O,66.587,Cyclodex_B,70,15,1,30,5,2,20,2,3,10,8,0,0,0
679,C[C@H](CCC1=CC=CC=C1)O,67.008,Cyclodex_B,70,15,1,30,5,2,20,2,3,10,8,0,0,0
680,O[C@@H]1CCCCC2=CC=CC=C12,109.579,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
681,O[C@H]1CCCCC2=CC=CC=C12,110.85,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
682,C1CC2=CC=CC=C2[C@H]1O,85.456,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
683,C1CC2=CC=CC=C2[C@@H]1O,85.957,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
684,O[C@H]1CCC2=CC=C(C(F)(F)F)C=C12,101.167,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
685,O[C@@H]1CCC2=CC=C(C(F)(F)F)C=C12,101.566,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
686,C1CC2=CC=CC=C2[C@H]1O,85.456,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
687,C1CC2=CC=CC=C2[C@@H]1O,85.957,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
688,O[C@H]1CCC2=CC=C(C(F)(F)F)C=C12,99.635,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
689,O[C@@H]1CCC2=CC=C(C(F)(F)F)C=C12,100.497,Cyclodex_B,70,15,1,30,40,2,10,0,5,10,15,0,0,0
690,CC1=CC[C@H](CC1)C(=C)C,21.2,Cyclodex_B,50,0,2,55,0,0,0,0,0,0,0,0,0,0
691,CC1=CC[C@@H](CC1)C(=C)C,22.02,Cyclodex_B,50,0,2,55,0,0,0,0,0,0,0,0,0,0
692,CC1=CC[C@H](CC1)C(=C)C,21.2,Cyclodex_B,50,0,2,55,0,0,0,0,0,0,0,0,0,0
693,CC1=CC[C@@H](CC1)C(=C)C,22.02,Cyclodex_B,50,0,2,55,0,0,0,0,0,0,0,0,0,0
694,CCCCCC(=O)[C@H](C)O,22.8,Cyclodex_B,50,1,3,56.67,0,0,0,0,0,0,0,0,0,0
695,CCCCCC(=O)[C@@H](C)O,22.56,Cyclodex_B,50,1,3,56.67,0,0,0,0,0,0,0,0,0,0
696,CCCCC[C@H](C(=O)C)O,22.72,Cyclodex_B,50,1,3,56.67,0,0,0,0,0,0,0,0,0,0
697,CCCCC[C@@H](C(=O)C)O,23.38,Cyclodex_B,50,1,3,56.67,0,0,0,0,0,0,0,0,0,0
